Title,Mapped Genres
My Absolute Darling,"fiction, contemporary, young adult, audiobook, literary fiction, coming of age, thriller"
My Awesome/Awful Popularity Plan (Justin Goldblatt Series),"young adult, lgbt, humor, fiction, contemporary, gay, audiobook"
My Book of Life by Angel,"young adult, poetry, realistic fiction, fiction, contemporary, teen, prostitution"
My Dark Vanessa,"fiction, contemporary, literary fiction, audiobook, adult, thriller, dark"
My Family Adventure (Sofía Martínez Series),"family, realistic fiction, childrens, chapter books, picture books, spain, latin american"
My Family Plays Music,"music, picture books, family, childrens, african american, cultural, storytime"
My Fantástica Family (Sofía Martínez Series),family
My Footprints,"picture books, lgbt, childrens, family, animals, cultural, fiction"
My Friend Dahmer,"graphic novel, non-fiction, comic book, true crime, memoir, biography, crime"
My Friend Maya Loves to Dance,"picture books, childrens, african american, storytime, fiction, cultural, music"
My Friends and Me,"family, picture books, childrens, lgbt, storytime, love, fiction"
My Girlfriend's Pregnant!: A Teen’s Guide to Becoming a Dad,young adult
My Hair is a Garden,"picture books, childrens, african american, fiction, cultural, realistic fiction, race"
My Heart Underwater,"young adult, lgbt, contemporary, romance, fiction, audiobook, family"
My Invented Life,"young adult, lgbt, queer, romance, teen, contemporary, realistic fiction"
My Life as a Diamond,"lgbt, sports, middle grade, fiction, realistic fiction, baseball, contemporary"
My Life as a Rhombus,"young adult, fiction, realistic fiction, teen, high school, middle grade, young adult"
My Life as a Smashed Burrito With Extra Hot Sauce,"fiction, christianity, childrens, christianity, humor, middle grade, young adult"
My Mixed-Up Berry Blue Summer,"middle grade, lgbt, realistic fiction, fiction, childrens, family, young adult"
My Moms Love Me,"picture books, lgbt, family, childrens, storytime, queer, love"
My Mother's Sari,"picture books, india, childrens, international, family, cultural, asia"
My Name Is María Isabel,"realistic fiction, cultural, middle grade, childrens, fiction, school, young adult"
My Name Is Sally Little Song,"historical, middle grade, historical, fiction, native american, childrens, juvenile"
My Papi Has a Motorcycle,"picture books, family, childrens, realistic fiction, fiction, spain, cultural"
My Princess Boy,"picture books, lgbt, childrens, gender, , non-fiction, family"
My Sister's Keeper,"fiction, chick lit, young adult, drama, adult, adult, realistic fiction"
My Two Moms and Me,"lgbt, picture books, family, childrens, , queer, lesbian"
My Vida Loca (Sofía Martínez Series),"childrens, middle grade, realistic fiction, family, spain, picture books, chapter books"
My Wicked Wicked Ways: Poems,"poetry, fiction, latin american, feminism, contemporary, latin american, womens"
Mystic River,"mystery, fiction, thriller, crime, mystery, suspense, drama"
NYPD Red,"mystery, fiction, thriller, crime, audiobook, mystery, suspense"
Nadia's Hands,"picture books, childrens, cultural, family, pakistan, india, realistic fiction"
Naked,"humor, non-fiction, memoir, essays, short stories, comedy, biography"
Names Will Never Hurt Me,"young adult, contemporary, fiction, realistic fiction, teen, high school, social"
Naomi and Ely's No Kiss List,"young adult, romance, contemporary, lgbt, fiction, realistic fiction, queer"
Narrative of the Life of Frederick Douglass,"non-fiction, historical, classics, biography, memoir, school, autobiography"
Nate Expectations,"middle grade, lgbt, young adult, realistic fiction, audiobook, fiction, humor"
Nate the Great and the Sticky Case,"mystery, childrens, fiction, chapter books, picture books, elementary, juvenile"
Navigating Early,"historical, middle grade, young adult, fiction, adventure, historical, childrens"
Neanderthal Opens the Door to the Universe,"young adult, contemporary, realistic fiction, humor, lgbt, fiction, romance"
Neanderthal Opens the Door to the Universe,"young adult, contemporary, realistic fiction, humor, lgbt, fiction, romance"
Nearly Found,"young adult, mystery, mystery, romance, thriller, contemporary, suspense"
Nearly Gone,"young adult, mystery, thriller, romance, paranormal, mystery, contemporary"
Necropolis,"historical, fantasy, m m romance, paranormal, romance, mystery, historical"
Neferet's Curse,"young adult, fantasy, vampires, paranormal, fiction, romance, supernatural"
Neither,"picture books, lgbt, childrens, storytime, fiction, animals, gender"
Nelson Beats The Odds,"graphic novel, disability, adhd, childrens"
Nelson Mandela,"biography, picture books, non-fiction, historical, childrens, africa, cultural"
Never Fall Down,"historical, young adult, fiction, war, historical, survival, realistic fiction"
Never Let Me Go,"fiction, science fiction, dystopia, contemporary, literary fiction, romance, classics"
Never Look Back,"young adult, fantasy, romance, retellings, mythology, fiction, magic"
New Book of Herbs,"non-fiction, gardening, herbs, food, plants"
New Kid,"graphic novel, middle grade, realistic fiction, fiction, young adult, comic book, childrens"
New Moon,"fantasy, young adult, romance, vampires, fiction, paranormal, paranormal"
New Sudden Fiction: Short-Short Stories from America and Beyond,"short stories, fiction, school, anthology, college, school, short stories"
Next,"fiction, science fiction, thriller, mystery, suspense, audiobook, "
Night,"non-fiction, classics, memoir, school, holocaust, biography, historical"
Night Owl,"fantasy, middle grade, audiobook, fiction, childrens, magic, adventure"
Night Shift,"horror, short stories, fiction, thriller, fantasy, mystery, anthology"
Night Star,"young adult, fantasy, paranormal, romance, fiction, supernatural, paranormal"
Night of the Zombie Zookeeper (Desmond Cole Ghost Patrol Series),"chapter books, fantasy, childrens, zombies, paranormal, humor, middle grade"
Nightbirds,"fantasy, young adult, historical, lgbt, young adult, magic, queer"
Nimona,"graphic novel, fantasy, young adult, fiction, queer, lgbt, graphic novel"
Ninth House,"fantasy, mystery, fiction, horror, paranormal, urban, adult"
Ninth Ward (The Louisiana Girls Trilogy Series),"historical, middle grade, young adult, realistic fiction, fiction, african american, childrens"
Niño Wrestles the World (Niño Series),"picture books, childrens, cultural, fiction, humor, realistic fiction, sports"
No Ashes in the Fire: Coming of Age Black and Free in America,"memoir, non-fiction, lgbt, race, social, queer, biography"
No Country for Old Men,"fiction, thriller, westerns, crime, mystery, , "
No More Excuses: Dismantling Rape Culture,"non-fiction, feminism, adult, social, politics, womens, womens"
No Problem,"young adult, sports, fiction"
Noah Chases the Wind,"picture books, autistic spectrum disorder, childrens, disability, fantasy"
Normal People,"fiction, contemporary, literary fiction, audiobook, ireland, adult, coming of age"
Norse Mythology,"fantasy, mythology, fiction, audiobook, short stories, historical, classics"
Not My Idea: A Book About Whiteness,"picture books, non-fiction, childrens, social, race, anti racist, activism"
Not My Idea: A Book About Whiteness (Ordinary Terrible Things Series),"picture books, non-fiction, childrens, social, race, anti racist, activism"
Not My Problem,"romance, lesbian, lgbt, young adult, contemporary, queer, fiction"
Not Quite Snow White,"picture books, childrens, fiction, african american, school, cultural, family"
Not So Pure and Simple,"young adult, contemporary, romance, fiction, realistic fiction, audiobook, feminism"
Not So Pure and Simple,"young adult, contemporary, romance, fiction, realistic fiction, audiobook, feminism"
Not That Bad: Dispatches from Rape Culture,"non-fiction, feminism, essays, audiobook, memoir, social, anthology"
Not a Drop to Drink,"young adult, dystopia, post apocalyptic, science fiction, fiction, survival, romance"
Not the Girls You're Looking For,"young adult, contemporary, romance, young adult, fiction, realistic fiction, audiobook"
Notes from the Blender,"young adult, contemporary, realistic fiction, high school, humor, romance, teen"
Nothing Can Keep Us Together,"young adult, chick lit, contemporary, fiction, romance, teen, high school"
Nothing Stopped Sophie: The Story of Unshakable Mathematician Sophie Germain,"picture books, biography, mathematics, non-fiction, historical, childrens, science"
Notorious,"young adult, chick lit, contemporary, fiction, romance, teen, boarding school"
November 9,"contemporary, new adult, fiction, audiobook, contemporary, young adult, adult"
Now Sheba Sings the Song,"poetry, art, african american, non-fiction"
October Mourning: A Song for Matthew Shepard,"poetry, young adult, lgbt, queer, historical, teen, realistic fiction"
Odd One Out,"young adult, lgbt, romance, contemporary, fiction, queer, realistic fiction"
Of Fire and Stars (Of Fire and Stars Series),"fantasy, lgbt, young adult, romance, queer, lesbian, fiction"
Of Ice and Shadows (Of Fire and Stars Series),"fantasy, lgbt, young adult, lesbian, queer, romance, fiction"
Of Jenny and the Aliens,"young adult, science fiction, romance, fiction, aliens, contemporary, teen"
Of Mice and Men,"fiction, school, historical, , school, , high school"
Of Poseidon,"fantasy, young adult, romance, mermaids, paranormal, mythology, paranormal"
Oliver Button is a Sissy,"picture books, childrens, fiction, gender, lgbt, family, gender"
On Chesil Beach,"fiction, historical, literary fiction, contemporary, romance, british literature, "
On Mother's Lap,"picture books, family, childrens, fiction, cultural, storytime, realistic fiction"
On Mystic Lake,"fiction, romance, chick lit, contemporary, contemporary, adult, adult"
On the Road,"fiction, travel, , classics, , american, adventure"
On the Volcano,"historical, young adult, westerns, survival, coming of age, historical"
One Dark Throne,"fantasy, young adult, young adult, fiction, romance, magic, audiobook"
One Great Lie,"young adult, contemporary, romance, mystery, fiction, realistic fiction, audiobook"
One Green Apple,"picture books, cultural, childrens, realistic fiction, school, fiction, muslims"
One Half from the East,"middle grade, fiction, realistic fiction, young adult, historical, contemporary, family"
One Hundred Years of Solitude,"fiction, magic, fantasy, , historical, , spain"
One Life,"non-fiction, memoir, sports, audiobook, lgbt, biography, feminism"
One Man Guy,"lgbt, young adult, romance, contemporary, queer, fiction, m m romance"
One Trick Pony,young adult
One True Way,"middle grade, lgbt, historical, historical, young adult, romance, realistic fiction"
One of Those Hideous Books Where the Mother Dies,"young adult, poetry, realistic fiction, contemporary, fiction, teen, high school"
One of Us Is Lying,"mystery, young adult, thriller, fiction, contemporary, mystery, romance"
One-Punch Man (Series,"comic book, graphic novel, fantasy, manga, humor, fiction, comedy"
Only Mostly Devastated,"romance, lgbt, young adult, contemporary, queer, fiction, audiobook"
Openly Straight,"young adult, lgbt, contemporary, romance, queer, fiction, audiobook"
Opposition,"young adult, fantasy, romance, paranormal, aliens, science fiction, paranormal"
Oprah Winfrey: The Real Story,"biography, non-fiction"
Orchard Valley Grooms,"romance, fiction, contemporary, contemporary, chick lit, audiobook, family"
Ordinary Hazards,"poetry, memoir, non-fiction, biography, mental health, biography, teen"
Ordinary Hazards,"poetry, memoir, non-fiction, biography, mental health, biography, teen"
Ordinary Heroes,"fiction, historical, mystery, war, world war ii, mystery, audiobook"
